sentence_id	sentence	sentence_domain	source
11c156adb8e43cd73f10c7d04765037e1422977fc3d5aec914f37e0ecdb28f90	Phủ đầy sương gió ướt ròng mồ hôi		th? l?c bát
11e2eb5d0389f73e2787aa7f15139b9a57cc8632e9d9f8c6b0e19dbbdcb75eaa	Con bé bị trượt chân ngã dập đầu xuống đất		I took sentences from a website of Vietnamese storytelling.
11e51f0d3322e7cc2cb37840f8b83d255583398dd04a84e2376bcfcc45c4c749	Mọi người chú ý		I took sentences from a website of Vietnamese storytelling.
11eff37305babd13d028f29383b9aa291a7fd4d233911d94a2547a4251954a8d	tao vừa mới về dạo này ổn chứ		I took sentences from a website of Vietnamese storytelling.
11f48bf5fb2467e4cc69e0eb0a20147470935dec1f735f3fff3db06041a29c73	qua ngòi bút của tác giả trẻ Bùi Công Hiếu		I took sentences from a website of Vietnamese storytelling.
120087cc113b9d89359bd699eaaa3d0f7f1058fba8f353e18b29cb9da0a638c7	Mấy trưa ...ông trốn bờ ao		th? 6 8
1228f486866dfa3382bb016a4f535ef9ae7f6884056695ea811774e00a82edc7	Đóng nắp áo quan như lúc nó chưa hề bị xê dịch		I took sentences from a website of Vietnamese storytelling.
122a83c7442bd4bc772b2cf5b0b3d0f219c753102a3e3e5069e02c04cdcfea6f	Những ngũ quan vẫn còn xinh đẹp giống thương y như đúc		I took sentences from a website of Vietnamese storytelling.
123044feeee3da4991200065f58f33dd1c3c8ee67b7696ba0f0d1e011b7f0f39	Mẹ nó chết trước mang thù hận quá lớn		I took sentences from a website of Vietnamese storytelling.
1236d66dc956d3569e48d25e921174117fe16d4c97c9d540f3bce3848f2bea6a	Con biết mẹ định nói cái gì rồi để con suy nghĩ đã		I took sentences from a website of Vietnamese storytelling.
12432c4374efe1d9731ae208f29ea1dc4c2cae5ee701bd2f8188dd94cbfcdec9	Họ lướt nhẹ trên không trung		I took sentences from a website of Vietnamese storytelling.
1246ca631946b7cf4f0519c4718ded43e197bf55ce9998f9fe9a6e02be56a348	Hai ta nay chẳng còn gì nữa đâu		th? 6 8
1256b8fe54f4f22de743864c8458c6ba280967d5bb4344c11e6c92a41f85f4db	Như đang nói với chính mình vậy		I took sentences from a website of Vietnamese storytelling.
126dc626736aca4db6d79515c2c36be230e3902e75bc36ddafe33ecc90d7e4e5	Tôi hỏi trang		I took sentences from a website of Vietnamese storytelling.
127a932e5d10027211b29cdbd72adf4392c1baa44a44fdddb6aa996b43114fb1	Có cái gì đâu mà đáng sợ cơ chứ		I took sentences from a website of Vietnamese storytelling.
127b94d1dcdd2858370accfcc2faddc78ab46427052684238e85111babc9590b	Cả năm người dần dần thả từ tốn tượng nấc một		I took sentences from a website of Vietnamese storytelling.
128965343690edf8936315bc04ca69e3a78b241a30067f418e0f0ff1e1eb6e6e	Chứ đừng nói gì đến bước xuống đó		I took sentences from a website of Vietnamese storytelling.
1296fbced59229356fb6499bf32dd03de05884664d1299ad3e0a55a26577d7ec	Nó ở tận phương Bắc		I took sentences from a website of Vietnamese storytelling.
1298143710d2a908db13e36f793338a00659f663f261832b70395e0b2dc3e0b7	Thế nhưng nó lại vẫn có khả năng giết người		I took sentences from a website of Vietnamese storytelling.
12a204c85a54aa6a687a126d93d02d3557f1bb21ccdbb2e7552e0465167da358	Nghe tinh hơi thở vọng ra đều đều		th? l?c bát 
12a545bbe5434310f0e1c4d86f3901c53db17eb8460c33b74535f953dc6cd6b0	Em quên đi nhé cho dù ra sao		th? 6 8
12b07ef8634e020b55aab41e629061ffc7519dd7a2dc4a6cdb2f96a4f95d030f	thế bác đến đây có cái chuyện gì quan trọng không		I took sentences from a website of Vietnamese storytelling.
12b90a7ab6551a3193c846d5d2237eb26d6bd8eb69e6e91bb20feb7543770e3b	Sáng nay tôi đi còn thấy hét hú ầm lên		I took sentences from a website of Vietnamese storytelling.
12b9a3a250309f753dc3acb990f9f49d22cf70f28ef8bcd8bc68f9d0a0e74be7	Và tất nhiên con phải tìm được quả tim của nó		I took sentences from a website of Vietnamese storytelling.
12bc3b200ccae476f69ebcd1ef3187f42826f94a960b0a7fe57728c93c14aef4	Ăn đi giỗ trước, lội nước theo sau		ca dao t?c ng? 
12c2da07e2e176800c61f14b351b48b137f1c118a8a0f0c59bf6cdd721c93d8a	Mong cho Cha Mẹ bạc đầu an yên!		th? l?c bát
12cacde59490d99a570bcd7bcb5ee648f2843180493c56ff35ba1dd9d4170ae6	Nhưng ông cũng nghe lời của đào tiên sinh		I took sentences from a website of Vietnamese storytelling.
12ccf0b05d9049552f1701ae2180f05afe7e87c4289feba991ebf40a13cc6140	Bỏ công việc lại có gì tính sau		th? l?c bát 
12d0bfe78b6592599d3914c404a92e19ee3bdebbeb94af4ec8e0dd1e8d3a7502	Học Tập - Giáo dục » Thơ hay		th?
12e240812718200e83532862310b4ce12d37db700b7151bafdb6f108d3474dbc	Thí chủ xin hãy về đi		th? 6 8
12e80dd1afddbef82bb5ff46bfbfa1f0034201c001b944dbd22d70846afbbdf7	Khéo ăn thì no, khéo co thì ấm.		ca dao t?c ng? 
12ec65c0b060b849b21a7e85bc498f6e47daf4dd69d97bd1e1eb7bf5372a0d84	nhưng như vậy có nghĩa là ở gò đất		I took sentences from a website of Vietnamese storytelling.
12f3b7ff06c566987a5be6518d6967f97714c27a5d896acf405897252600dc65	Tiếng chim hót líu lo Sau Vườn		I took sentences from a website of Vietnamese storytelling.
1305cdb4178d576df4b1d4062e22bd29b5056d7c6955b53b9bc1854d76161f76	Sao cho giống một ngôi mộ		I took sentences from a website of Vietnamese storytelling.
1315f474a17af7c6cf08515c8487697046433ced4e9c68c29b4a068257a933b9	hắn ta đang tính mình sẽ làm cái gì tiếp theo		I took sentences from a website of Vietnamese storytelling.
13174af8e7032c24cb1d68c61475b88ba5d0cb76e5e1ab2d3a64799cbaf0e2d6	Nhưng mà nói như vậy thôi chứ khu đó cũng rộng		I took sentences from a website of Vietnamese storytelling.
131756c39432b74230ca6b7df939782da2d179b3d815ccf32d69fc04e3b0f86d	Ông ta sẽ thỉnh cầu một vị sư phụ của ông ta		I took sentences from a website of Vietnamese storytelling.
1318a76e5fd959647a59914cebf1fdff48be069def93cd83e891a85cdc616ce1	Trang mắng tôi		I took sentences from a website of Vietnamese storytelling.
1319591b93805c4bd118f16b5ff150c822ea45b2e0f540a02ed0fcf48c5c9f31	Lòng con vẫn mãi vấn vương Thu Bồn...		th? l?c bát 
131dbebc9756a1f20d0a08ca7f500a3cad03269680cf309623685e85a0143147	Mọi người liền chạy lại vây quanh cái quan tài sắt		I took sentences from a website of Vietnamese storytelling.
1325c7028a870af1aa5831b551b9143fe9a67e9da6dd50535853cbf1d8ac26c6	Nắm lấy thanh kiếm gỗ		I took sentences from a website of Vietnamese storytelling.
133080c9d5a49fb7b2f39779983313c2ecdb2f7e11462532dd466bf65a9de192	Bài Tà Lưa - Đầu Long		th? l?c bát 
1334820c728c3ec7af175e82de06f1b1b04304f4f76ce2f094103ebfa7dc8b1b	Từ nay ông có thể hưởng cuộc sống sung túc		I took sentences from a website of Vietnamese storytelling.
1340c4da24f48157be110ed0ab47ff556ec262e32e8b3357067e3f64c7978856	Xám màu mái lá mấy tầng mây cao		th? l?c bát
136b80b84c07c9f0dfcf7723b9b27595b6bfd7fa47bef4ffa3c4ae4509a935aa	Con tao đâu rồi		I took sentences from a website of Vietnamese storytelling.
137ac7391165500fd11e2803bd26c3589940c1cd4e559ab91258e1a2051b8d77	Lão thầy kia biết là nếu giữ lại bên mình		I took sentences from a website of Vietnamese storytelling.
1384517e5c2682492d590e2d57744df7b488963e658404ac7035b548695aa177	Em yêu từng sợi nắng cong		th? l?c bát
1384ab291270bb484520834cd1cd211bb24f5b81904f9acc7936ad5db0f98d1a	Ừ thì ta xa - đã xa rồi		th?
138cfeac839e432344980a3c527488eb013e08e88aa021fe5fc42b21418e00e3	Tuy nhiên thì truyền từ đời này qua đời khác		I took sentences from a website of Vietnamese storytelling.
13a32737cec90b2908b1fe2b147bef7dab2964b996952db224dc93e218c2f1fc	Bài thơ lục bát Tình Mẹ - Nguyễn Quang Định		th? l?c bát
13aca9b531451c401e54563741b913ff57ac1b4a8be233817a75892005b4ae6b	Để giờ biết dại thì đi ...lâu về!!!!		th? 6 8
13b5a02907804d3002aa8d8f036dcc52c1c208926e3ccd5ab65689e746b0bb01	Cái này là tôi học được của một ông ăn mày trong làng tôi		I took sentences from a website of Vietnamese storytelling.
13bfbaa28af23491cd0ea75636f8781897a21890dd09b9b9d0dc2c3f4bf068ec	bặm chặt môi vào		I took sentences from a website of Vietnamese storytelling.
13c7313dda97125e46839d13ca0a2afce15bf7f7842d66d266180324b639733c	Có đi thì cả hai cùng đi		I took sentences from a website of Vietnamese storytelling.
13cd8d53244bbbb9e7e4dc86513acd019f0d5020f2292885b641fd6486cf277b	Tìm trong giá rét mùa đông		th? l?c bát
13db9c084a068cca0d1ce036e00600c4b916188b8cb0d3f9cf51891481ef4a4e	Quay đầu đi không dám nhìn vào cảnh tượng ấy		I took sentences from a website of Vietnamese storytelling.
13dc7123bd7be86831e1df0895459ec7eee8e08fe3ba7b53a140b8d023f0ce94	kha bê một can rượu và một cái chậu nhỏ		I took sentences from a website of Vietnamese storytelling.
13fd532b00f6540a86b582be1e839564fddaf2df987637517efb3f15ae9f5259	sau đó hắn cho người làm dần cho anh một trận nhừ tử		I took sentences from a website of Vietnamese storytelling.
13fe016bd5267950fc13850b0474553701239dc83c2ef08887276fa444d898da	Đàn gảy tai trâu.		ca dao t?c ng? 
140077c7dc4525db5453b80c7d99bcfb199876a009c2b03f8eb8ffb93610f190	Tôi sẽ đi gọi đám trai làng		I took sentences from a website of Vietnamese storytelling.
142cca8732fa15a253a12db1daae257c05252a4fb383e4d39bbf39c578532484	Thế mà sớm buổi chiều hôm		th? l?c bát
145aab71ca5ac4356b74305383d683112ed5dab425669ac8fe4fb8d51aad82b1	Ừ Ngọc Ngoan lắm		I took sentences from a website of Vietnamese storytelling.
146e223f64131ee3a55c6b56cdc4423f3a46903eb8c820fdc42b93ea5c5cf38b	Mà cương thi cũng sẽ quay trở lại đất bắc		I took sentences from a website of Vietnamese storytelling.
14824150a8c5a5e7132cdc2b85630b9fb4b8217cb523253f907a82ac0cd25fcc	tôi lại lạnh hết cả người		I took sentences from a website of Vietnamese storytelling.
148b2225f3e242914be8698fb40cba43ee764f73c22930945a42c25643219e40	Anh đây...tiến sỹ Mạnh Cường Hà Tây		th? l?c bát 
148e3452df436a6cdaf6a7d12be0f5c6ef7d12b6f8b9a9af2406b639a2e1cec9	ông phúc hỏi tư		I took sentences from a website of Vietnamese storytelling.
149d462dbd2ed2d279e76996d0020592d0ddb919dacec7677f259aed6147eb28	Tôi hơi lo sợ nhưng vẫn cố trấn an		I took sentences from a website of Vietnamese storytelling.
14a7c8665a1c36d611dfd8ea1fae9b60956f621e0192eae386d2fa4c6fe43bde	đủ tiếng ì xèo		I took sentences from a website of Vietnamese storytelling.
14b3b3608fe67c6d56fa8ece39af2245f8a7b089d5adccabc67407efd65d39e0	Nam vẫn kiên nhẫn đi tìm		I took sentences from a website of Vietnamese storytelling.
14b9706523eff49e16815e424b565e82d88f3007f34f540073706ba5a2bcd015	Sau khi ông kéo được đám thanh niên đó đi rồi		I took sentences from a website of Vietnamese storytelling.
14c32343314ca023999cbf1dd12a5363f8b0614b73710d738f3bc8e7f5917a79	Em về đón ngọn thu phong		th? l?c bát
14d9258a8dbcef8d0e513cf90acc230d59036e20e908c0506f97d38e471ab405	Ngay sau đó là một tiếng kêu thất thanh của tư		I took sentences from a website of Vietnamese storytelling.
14e48d01a5527423da17b8ac6ccccb007dccdacaadb938220f6fd8b8703b5065	Trao em hạnh phúc mong chờ bấy lâu.		th? l?c bát
14e87f60c98064003069f08b4dddbbadb0345bc79c3b25c87eeccc3df6b8add7	Đêm nay nếu hồn quỷ của cụ bà có về nữa		I took sentences from a website of Vietnamese storytelling.
14ec095c7c16b8d4399bfe13cbe0a34e0e5364f54b21fc23e788e59cb116c4e8	Rồi chạy theo con đường ruộng trốn thoát		I took sentences from a website of Vietnamese storytelling.
14f68736b89d4ddd2f970011360f238b8527f6f3e10240038b5ac10218e6ffdb	Mày nhồi mày nặn bà đây phải chiều!!!		th? l?c bát 
1502c86ac59e979a3ce273aeb5df9636f8981ff3da5e812cd93a77ae4614eb3d	Tôi đảo mắt nhìn quanh cảm giác rợn rợn		I took sentences from a website of Vietnamese storytelling.
150cb3c11489459f35b3e482b63d8cfb9519a223971b396eca7cc9be625acfd1	Khôn từ trong trứng khôn ra.		ca dao t?c ng? 
15113d9afd7509199f231bcc0b06c816a1e3df4c70dbeafb5c6dbd2f79a72f66	Những tên quản ngục thì luôn tìm cớ để đánh đập		I took sentences from a website of Vietnamese storytelling.
15227a122f4e4a53846e3b5f0aa53dd3b4a72aad1fa17f75b02a4c86ed9ae7dc	thằng tăm mày ở đây canh		I took sentences from a website of Vietnamese storytelling.
15355e645d236fd2f1f165200eb960159c3b11d9627cfff0b16271c9f47442c1	Nhưng trời vừa mới đổ đêm		I took sentences from a website of Vietnamese storytelling.
1538182d4ceb914d0dbc5d087486ce38de90295e5a98f290884811b84c4c3964	Rồi ông Khanh hỏi sinh làm sao mà thoát được		I took sentences from a website of Vietnamese storytelling.
153a484aac42041bd7980d74d0b1482567f8ee430d0c94297b457f42d964916d	tôi đùa thế để ông không chú ý vào chỗ đau thôi		I took sentences from a website of Vietnamese storytelling.
1540776e6e45c7d0b6e1c6cffff66ad22c9197c866dd7f41cd9ac612c265c09b	Cái bóng như người rừng		I took sentences from a website of Vietnamese storytelling.
155ee1ed162c956f5f927af1d053537d5d2d7faa4eadf73bde1963b687bd8fea	Tư cố kìm nén sự bốc đồng		I took sentences from a website of Vietnamese storytelling.
156372032bdfeb331f4c86e696db96dfbb32841aa9da4384afe779fd7a9732d0	khẽ đổ cả xuống cái chậu		I took sentences from a website of Vietnamese storytelling.
15681047d0767ee68e134eb5adb0d16d86165a87deab025356d1e66288a37619	Trang nén thở dài nói		I took sentences from a website of Vietnamese storytelling.
158e29d97973366c56b94c697147f08f7e4ac7c56dd83aae7679be9841c6b32e	tiếng xoong nồi đổ loảng choảng ở dưới bếp		I took sentences from a website of Vietnamese storytelling.
158fe6dd8e4bc992f83c90f5be48e0f9f0bc609655f035038d330ac6e9522ac1	Nhưng xin mẹ thương con với bé thương		I took sentences from a website of Vietnamese storytelling.
15931795641265a2f85228ba6a909523fc2b9287cf85d6b53dbb688d7ee29b42	Cô bé lụa là con bé bán hàng rong		I took sentences from a website of Vietnamese storytelling.
1595a24d73a961d7d4b25251ac3d7c3b48e374ce91e6427ca1e50e566e455e5e	Là cả thân người lập tức dừng lại		I took sentences from a website of Vietnamese storytelling.
159cbe2ec8f9f360f4e9bc529e21725fe92459c772772bfdb4ad6437e5fe6bd9	Chỉ mong có Mẹ chuyện gì cũng qua		th? l?c bát
15b7390f8f19d01151f7be7bb2dc3936feac2663fcb88b4f5661ee26a119684f	Em rất hổ thẹn và chỉ sợ họ biết rằng mình đương thẹn.		Tác ph?m c?a V? Tr?ng Ph?ng
15b93139aa2fa712d5045f412b6fca3e563fb7132e28e389d758938ace4840b3	Bố nàng chào lại rất bùi		th? 6 8
15c0c3ed402baf08f346d33ef95e33d92a12561b8e0a167ef1b33a853a5d968e	Ông này là ông tinh lắm		I took sentences from a website of Vietnamese storytelling.
15cdc6b2a8819788bbd238a5852502b0207879065b958d980f3be33764ad1ad6	Vào viện thăm chồng nghe chồng kể		I took sentences from a website of Vietnamese storytelling.
15d2c3256642eae52c5194a3c8c383294ea7a7d7eba9ac8a33b0c8298200b729	Tư gật đầu nói		I took sentences from a website of Vietnamese storytelling.
15d4f61316beaca480dab828d15bf1720ea572406ca0e0881e74b1e67931249d	Chân tay run lẩy bẩy		I took sentences from a website of Vietnamese storytelling.
15f98e6a095d130fdfc1ce0c675ca9abe59ba2e4335f043f81a9e5fdbe2ae7f9	Nhưng mà tôi cần nó hỗ trợ		I took sentences from a website of Vietnamese storytelling.
16059721d9f9d852484d78ea0360db4db68c26078746153f3e2d5b9e331318e1	Không còn chua xót đêm trường		th? l?c bát
161656202d46ecb243bc9aff361c8db146594501ad8b175e9d9b15d8e125bb15	À không		I took sentences from a website of Vietnamese storytelling.
161fb0e97b3d00ec50e32701a0cfd835c0bbebd164557a3d98a5263fb02ace46	Mang mùa xuân đến thầm thì bên con.		th? l?c bát
16254291d67343f4b7b458472fbbfad6e9661b386a64439b31ecfee167d7e40a	Gió sông rười rượi hoa màu thiên nhiên		th? l?c bát
16344bbad0e3299af2cd6ba28aa8593d87e8e02549ea40e9f713204df02f82a0	Nhìn quả mặt phụng phịu của nó thấy buồn cười		I took sentences from a website of Vietnamese storytelling.
1654298b94bd73226f3e6771730cb7bec2b6f1a11fceafc4ff0b047f2bcc3d4a	Cứ chơi mặc sức dù mai đứng đường		th? 6 8
1656fb679963822f87b50e69d9d4f2a34f7220bd3d4dd9caee63cd28e518231e	Thấy ông Khanh đau buồn		I took sentences from a website of Vietnamese storytelling.
168e2332cc891d481351a736f5a07ddb1a1a8f1f0f540cec22110b9734eb913c	Người kia trả lời		I took sentences from a website of Vietnamese storytelling.
1693ac9fcef50f89dd3697d3c07e30a4e8d410bfdbc09a06216afd2bca1c0980	Tôi biết có điều gì đó không ổn nhưng vẫn nhỏ nhẹ nói		I took sentences from a website of Vietnamese storytelling.
16963a9f380b22c4d586c51db4f983cca14a3460c2b3e579d8972491494001ec	Vậy ông có cách nào giúp đỡ nó không		I took sentences from a website of Vietnamese storytelling.
16a0b625b37d41970e9d54634be227140f3389d269d9824814fd61afd80e39e1	Rất có kinh nghiệm trong những chuyến đi như vậy		I took sentences from a website of Vietnamese storytelling.
16b5f9e1793c8f7ab63ba4c4d0940afa811081b4c65cb5482aa451dbf1d21fda	Vậy Để tôi giải thích cho ông nghe		I took sentences from a website of Vietnamese storytelling.
16b62308ce1e4e963f7062a7488a1ea0577c66752862644121bbb83a659503f0	Mà nó chính là liễu quỷ		I took sentences from a website of Vietnamese storytelling.
16c09a4e5faaed3162da514f8c1c5bd6ff95c3c9b2f795f976aa7fca1a3c89e7	ông phúc khẽ gọi mặc dù bên trong nhà vẫn còn vương máu tươi		I took sentences from a website of Vietnamese storytelling.
16e21b7c2386e2fe567a9c79cb7aab518a7fb23974610f6dc8a5091662908e1d	tư vẫn chưa tìm được quả tim của nó để giết chết		I took sentences from a website of Vietnamese storytelling.
16ea784542ac2d8ec7b4f4e24ec2e0dd7c603c81d4adc231fc1f368aa96ed934	Và cả một cái mẩu vàng dát		I took sentences from a website of Vietnamese storytelling.
16fd7253294aee963bbdbe13c9d95d1507673d7cb836d5e6862164c057f5a32e	xin chào tôi là trên tôi là Nguyễn Hoàng Nam		tôi t? ngh? 
1701457c67ed6421656c3bce2c1db22d7ecc183ae0a2559d6bcbcf530c23d795	Thầy tôi kiểu gì cũng tỉnh lại		I took sentences from a website of Vietnamese storytelling.
170376c452209ac3a8f7397fe15fb4ba56c4fa6bdfbe36759626d379f83d230f	tư lúc này mới thò đầu ra rồi hỏi		I took sentences from a website of Vietnamese storytelling.
1719ed52d9210f724c3a2165addb26e523047eaf679e8b761d126fd2d79daaca	Mẹ để Ngọc phải chịu khổ rồi		I took sentences from a website of Vietnamese storytelling.
1722d74971a64f09401636ea6cef937006c4c1d72c5796fcd291edf678374283	Đi tìm mộ của con lụa		I took sentences from a website of Vietnamese storytelling.
1723e92f64e02b5e94d2529d3ca09045f5bdb3007012a638fb67f93baf3bc774	Ghét của nào trời trao của nấy		ca dao t?c ng? 
172a3ded24d3e7a39dd2b93824918ececb9a3f2bdbd0bdcc4d7cae89e5a1a02e	Hốt hoảng		I took sentences from a website of Vietnamese storytelling.
1730e725f45f75e182f207240b3891c84dfa55b37b9c6f642e03cc7993dee4e8	Chứ cứ đứng ngẩn ngơ ở đây biết đến bao giờ		I took sentences from a website of Vietnamese storytelling.
17376494dddff02e66867f5460670e52c89290221dadd8f6925a06bcaddd0156	Trời sinh nguồn gốc của cương thi vẫn có hậu duệ của tướng thần		I took sentences from a website of Vietnamese storytelling.
173f35ef5b0a28e998c495e17b852e27440098c507fb1c3cc170eb0ba951d0b2	Thì không biết có ai tin tôi không		I took sentences from a website of Vietnamese storytelling.
1748ad7f490908519fca932f1e95729be5263908d15fc06849dee18acd1946c6	Tất cả những thứ thầy tàu bày ra trong căn phòng		I took sentences from a website of Vietnamese storytelling.
174ec5f6337ad3620a05a5f8cdf52054d4229b6020916327bba2bb045c876804	Con Gái Của Mẹ mạnh mẽ lên nhé		I took sentences from a website of Vietnamese storytelling.
175b8e37403b5cca1bfd5952034e147c5c797ed546032d90443ce131a48d1301	Nếu chưa chết thì tại sao hồn tôi đã xuất ra như vậy		I took sentences from a website of Vietnamese storytelling.
175f041a366af462f6d0ebadf7d9f4a41f99787c8d8506260338c351afdc8704	Từ bé đến lớn chưa được nhìn thấy ma bao giờ		I took sentences from a website of Vietnamese storytelling.
175f56e02c75b7db086dff4e5e587ec99387cff25d90996aa0256e795cd3981d	Còn vì sao cương thi cứ nổi điên truy sát người bừa bãi		I took sentences from a website of Vietnamese storytelling.
176ebc82657799115ac624feef6ea3ca8d09e19c73f3bff67091b4d2ecddb3ef	Người thương hỡi nhớ nhung mấy độ?		th?
1781e8982a3e639fdcae0e4ab08638efb598bb00cf752f76a9f40bfcc27789b1	Việc tao quan tâm bây giờ là cứu con Ngọc		I took sentences from a website of Vietnamese storytelling.
178295c726f1f2c44e2a969871621d572e87e7c0780cb9de6186dde5a97a5455	Những tiếng gầm gừ phát ra từ đứa bé		I took sentences from a website of Vietnamese storytelling.
178ada8a4ac17b2bea4ca1695e8ef253079487b558d6c3d035e5f1e75c17f097	Bài Mẹ Là Tất Cả - Lăng Kim Thanh		th? l?c bát
1790fa7521edca782da631e8e3bfa274ad055da963d4239a8139f8e6c74fef0f	Cương thi đến sớm hơn một ngày		I took sentences from a website of Vietnamese storytelling.
17e0709d9f92aef7334fd0d3cc6458e5cf9479023ed3e5db79c861a17a28d436	Chúng ta chỉ có thể đi tới đó vào ban đêm		I took sentences from a website of Vietnamese storytelling.
181bda91d6844adf8b06e15acc4997419307cfbcbfb9666d8431afb214c96c6a	Cái dáng vẻ còng còng đầy bí hiểm		I took sentences from a website of Vietnamese storytelling.
18208ac701a52dd7c7c046ea8af236a0acbb3fe10460b65c05be5222dd10e2c0	Nhưng do một mình lại sợ		I took sentences from a website of Vietnamese storytelling.
18334458972a45dd3e49a3c3eae45ca0db1699d7037d5f47c4f024c6e2dbe2eb	Nhưng trong lúc tuyệt vọng ấy		I took sentences from a website of Vietnamese storytelling.
1835e0e4e7235e812947f6cd830a7e0a61b5e67369a0792b1ca4fd41004f9394	Cắt một nhát thật ngọt khiến nó tóe máu		I took sentences from a website of Vietnamese storytelling.
1837efe3d3d8965aa39e75081477661e69021ef7acd1e610cb43a3e9927c7723	Cửa không khóa		I took sentences from a website of Vietnamese storytelling.
183e57f4409542350e0dc57984b4722fdc7132bee25596b0742a58f0d6d319ae	Sở dĩ cương thi nhân có thể di chuyển		I took sentences from a website of Vietnamese storytelling.
183efa50ea872be7adbebc5ac64344ac3a3ee99435d1eda7beb5b2cbfe8e3436	Nhưng tư không chịu		I took sentences from a website of Vietnamese storytelling.
18449dd6e1c259d206c9631b7adc9c44de99a7f8f8ff1b445def4c085e77972f	Đương dẻo bước thì quý nương lại đứng lại!		Tác ph?m c?a V? Tr?ng Ph?ng
184a1f995705b697df78f3f7bac24fe03b792f2acdb0ceb3cae6032f8fe68ed1	Ông ấy về rồi sao		I took sentences from a website of Vietnamese storytelling.
184bebe21144cc9b87f1b2e2df613fdff98035b2668a7d9c50b7f1a01b57b6e8	Thương nhiều thương lắm mẹ ơi!		th? l?c bát
1857015e4918825c4de9ac3e14d480acfba97b9d7e9b5d66770e56e46e913eb5	Lính cu ức hiếp một cách quá đáng		I took sentences from a website of Vietnamese storytelling.
18628560b5626fdf941216f9bad137ebb7218b0a2d95f9cfe2d7286eec5c77a1	Lưu tiên sinh kể rằng		I took sentences from a website of Vietnamese storytelling.
186616a0c793bb81e1cb80b57f5b716737e9b2fdcf2e34761682a43ac96dd483	Mấy lần cháu đến như này bác ơi		th? 6 8
186a44cb68e3d9ed18c6bd6497fc31f2d33de9164ea2cdb42f5f0f077cc156c7	xôi thịt kho tàu		tôi t? ngh?
1880994843779764451b816af8acb75343fccb6404159951843a8f2fa8b9e06f	Đúng là người lớn tào lao		th? l?c bát 
188e093c212292330ba306c41d2babf9f0c6ff2143c59261dbf350139f60af5d	Nó là cái nửa thật nửa bỡn.		Tác ph?m c?a V? Tr?ng Ph?ng
188fdb6e8565fe24c98f32e469df16c40442d8266f2f688cbb0af332ac7198a0	hãy cùng cố gắng		tôi t? ngh?
18922ff41f63b8a5417e5585d7e801479dd81719c812d07f0cbb58197f42a4b4	Rời xa trần thế mua vui cõi thiền		th? 6 8
18a825721ee365695007388aebfde379064ebf8a15062f2ec03719dc79e62bef	Sảy ra chuyện lớn tiền đâu mà đền		th? l?c bát 
18ba74369e018139a88208417eff9b3eec4214b307da336bfb94607c527541ec	Trời cao, biển rộng mênh mông		th? l?c bát
18c0aceaeb1949812dfb093ba995d69e2a5b852d20e48f5f64beb7389324bd3b	Đạo Nhân ta giữ lấy mình		th? l?c bát
18c84894f2f90f9264f3f764198d3a5fb8ff22d1743a4b5ba6055757a3370fdf	E rằng không tránh khỏi liên lụy		I took sentences from a website of Vietnamese storytelling.
18cf52144bfc450ee96fc76f339039f1999fdd66db1cb6d1e13f2ac2bada5b47	Em sẽ là đoá hoa tươi		th? l?c bát
18cf8ac2251d827ed95d2ec3c2cc9330e192d258e65a44e2e802417ee9236073	loại bùa yểm ma quỷ này cần có một cái xác		I took sentences from a website of Vietnamese storytelling.
18da92a1c668ac580ade8ef477d805e008c612872b421ae16cb9374fd9077a85	Nên luyện nó thành ác linh		I took sentences from a website of Vietnamese storytelling.
18de45ce674f580b5bfc0c19c77ae1d703581979a123a8ba3dfb48e56fb559af	nghĩ bụng sợ lão sẽ quay lại bắt con của vợ chồng chú điền		I took sentences from a website of Vietnamese storytelling.
18eac03dc21ee024a160cf04bdd5edb6f8d7a6fe69856233e20ea151c65cd781	Có khi chuốt lấy đau thương cả đời		th? l?c bát
18f1a0997c6cbcbfb1d2e753e5b0c85938121f6e21bf6b93a25e403a6ed38c2e	ờ Thế quyết định vậy đi		I took sentences from a website of Vietnamese storytelling.
18f914004cfbc13ecb78b1184f913f19d5bfbed2dad4921f87ca8392265742b6	Tên gọi khác của bùa là quỷ Linh Nhi		I took sentences from a website of Vietnamese storytelling.
1907df51fc141e276fa679fae47d52cc5d994c01215cdafc2dfcaa3a2c32ef10	Cho dù lão khoẻ hơn trâu		th? l?c bát 
191eee7fa8d3254f0cd8b0999523d35bc7017d66efc1a4780eb7ce30f567d0b0	Lưu tiên sinh nói xong dừng lại một chút liền nhắc nhở thêm		I took sentences from a website of Vietnamese storytelling.
1926f119219c5374be7a3f28a76ded3f094c094c704597e6909f44a299c77492	Không đi được xe vào đâu		I took sentences from a website of Vietnamese storytelling.
1929f03a51e5545ab0f9b0edd257dd748959ce1acef8edd5d0a4d832c6b9f4d6	Anh nhìn em như thế này còn nói đùa được sao		I took sentences from a website of Vietnamese storytelling.
192aea42582ad3fafb0e664f95d324c7ba072964bfefffde558414b0cac65148	mà tất cả số hắn ta kiếm được cũng đã nhẵn túi		I took sentences from a website of Vietnamese storytelling.
1933049f0c02692b616b8aa1bd0f4e7b54b6af0e68b290d434ffc6788bf19d81	Lọt sàng anh tụt xuống nia		th? 6 8
