clip	duration[ms]
common_voice_vi_27641338.mp3	4392
common_voice_vi_25226899.mp3	2916
common_voice_vi_40189708.mp3	2700
common_voice_vi_33371029.mp3	4968
common_voice_vi_24358643.mp3	3240
common_voice_vi_25261473.mp3	4176
common_voice_vi_25224369.mp3	4608
common_voice_vi_25092597.mp3	2304
common_voice_vi_23406208.mp3	4056
common_voice_vi_24162237.mp3	5076
common_voice_vi_27636526.mp3	4608
common_voice_vi_30222536.mp3	3528
common_voice_vi_25223059.mp3	2556
common_voice_vi_25275230.mp3	5220
common_voice_vi_28093832.mp3	3096
common_voice_vi_28660607.mp3	4320
common_voice_vi_22402296.mp3	2904
common_voice_vi_34008879.mp3	2844
common_voice_vi_25542119.mp3	3960
common_voice_vi_23733702.mp3	2304
common_voice_vi_25259177.mp3	2448
common_voice_vi_25257613.mp3	2628
common_voice_vi_25224701.mp3	2556
common_voice_vi_25132103.mp3	4284
common_voice_vi_31156061.mp3	3096
common_voice_vi_25756093.mp3	4140
common_voice_vi_24440334.mp3	4356
common_voice_vi_23727881.mp3	4224
common_voice_vi_27639877.mp3	5688
common_voice_vi_25258600.mp3	2556
common_voice_vi_23930606.mp3	3504
common_voice_vi_24698513.mp3	3528
common_voice_vi_21964747.mp3	4944
common_voice_vi_25132461.mp3	1620
common_voice_vi_23989315.mp3	4296
common_voice_vi_25177513.mp3	5472
common_voice_vi_27616740.mp3	3744
common_voice_vi_40189736.mp3	2808
common_voice_vi_25224726.mp3	4068
common_voice_vi_24088164.mp3	3348
common_voice_vi_25120585.mp3	3348
common_voice_vi_24171870.mp3	5400
common_voice_vi_25259093.mp3	2556
common_voice_vi_24546154.mp3	5868
common_voice_vi_24142088.mp3	4968
common_voice_vi_25265345.mp3	2808
common_voice_vi_25273566.mp3	2700
common_voice_vi_27640284.mp3	4140
common_voice_vi_25265242.mp3	7128
common_voice_vi_25273356.mp3	5220
common_voice_vi_27128404.mp3	6228
common_voice_vi_27661324.mp3	2916
common_voice_vi_25262234.mp3	3240
common_voice_vi_26978655.mp3	3816
common_voice_vi_24125682.mp3	5508
common_voice_vi_25224859.mp3	3456
common_voice_vi_24298898.mp3	3420
common_voice_vi_25260636.mp3	4068
common_voice_vi_30610701.mp3	2448
common_voice_vi_25226249.mp3	6840
common_voice_vi_28440701.mp3	3060
common_voice_vi_25318648.mp3	4284
common_voice_vi_25225961.mp3	4536
common_voice_vi_24362832.mp3	3528
common_voice_vi_27616510.mp3	3348
common_voice_vi_32866698.mp3	2520
common_voice_vi_24172639.mp3	3600
common_voice_vi_22209933.mp3	4344
common_voice_vi_25262015.mp3	5940
common_voice_vi_24718626.mp3	3816
common_voice_vi_25911366.mp3	3888
common_voice_vi_25275243.mp3	2736
common_voice_vi_24476294.mp3	4788
common_voice_vi_28240188.mp3	6768
common_voice_vi_24770246.mp3	5976
common_voice_vi_25122877.mp3	3636
common_voice_vi_30393380.mp3	2880
common_voice_vi_40891392.mp3	2628
common_voice_vi_24304424.mp3	4608
common_voice_vi_25255227.mp3	4248
common_voice_vi_31450071.mp3	4536
common_voice_vi_25275248.mp3	3456
common_voice_vi_25258058.mp3	2448
common_voice_vi_27959473.mp3	4176
common_voice_vi_24106551.mp3	5256
common_voice_vi_25132253.mp3	2448
common_voice_vi_25226398.mp3	3528
common_voice_vi_25177515.mp3	3528
common_voice_vi_29405243.mp3	4248
common_voice_vi_37469623.mp3	3312
common_voice_vi_24574040.mp3	3960
common_voice_vi_30222538.mp3	4068
common_voice_vi_25226446.mp3	4140
common_voice_vi_25224485.mp3	3708
common_voice_vi_25260437.mp3	2808
common_voice_vi_23933084.mp3	3816
common_voice_vi_27655689.mp3	3132
common_voice_vi_28551422.mp3	4680
common_voice_vi_35486986.mp3	4788
common_voice_vi_23933076.mp3	2976
common_voice_vi_25225932.mp3	3960
common_voice_vi_23988509.mp3	3456
common_voice_vi_25224589.mp3	3348
common_voice_vi_25224583.mp3	9180
common_voice_vi_27678977.mp3	2700
common_voice_vi_23926743.mp3	3864
common_voice_vi_24455821.mp3	3888
common_voice_vi_31156040.mp3	4716
common_voice_vi_40189801.mp3	2592
common_voice_vi_24125399.mp3	3600
common_voice_vi_25259201.mp3	2880
common_voice_vi_21833254.mp3	3480
common_voice_vi_27053041.mp3	4140
common_voice_vi_26977765.mp3	3708
common_voice_vi_24255737.mp3	5868
common_voice_vi_25267713.mp3	6228
common_voice_vi_23734639.mp3	5184
common_voice_vi_25224021.mp3	3276
common_voice_vi_25154539.mp3	3852
common_voice_vi_25224109.mp3	2736
common_voice_vi_24144220.mp3	7308
common_voice_vi_24509387.mp3	5076
common_voice_vi_28434605.mp3	2664
common_voice_vi_24173132.mp3	4896
common_voice_vi_24122597.mp3	2916
common_voice_vi_25260385.mp3	2628
common_voice_vi_23932955.mp3	3216
common_voice_vi_24388771.mp3	2700
common_voice_vi_24698715.mp3	3708
common_voice_vi_25275785.mp3	5256
common_voice_vi_25257607.mp3	3888
common_voice_vi_24425920.mp3	4680
common_voice_vi_25246417.mp3	2736
common_voice_vi_25274865.mp3	3636
common_voice_vi_25224081.mp3	4248
common_voice_vi_24440305.mp3	5760
common_voice_vi_24396556.mp3	5436
common_voice_vi_24088183.mp3	3708
common_voice_vi_25224064.mp3	3780
common_voice_vi_38569204.mp3	2412
common_voice_vi_25257941.mp3	2808
common_voice_vi_25262187.mp3	3060
common_voice_vi_24358650.mp3	3888
common_voice_vi_25258559.mp3	3096
common_voice_vi_25268918.mp3	5148
common_voice_vi_25132653.mp3	1872
common_voice_vi_37469633.mp3	3060
common_voice_vi_25257846.mp3	3168
common_voice_vi_23925138.mp3	4296
common_voice_vi_24753955.mp3	5076
common_voice_vi_40891388.mp3	5328
common_voice_vi_24398836.mp3	5076
common_voice_vi_24570160.mp3	3600
common_voice_vi_24174315.mp3	3780
common_voice_vi_33371733.mp3	5220
common_voice_vi_25224154.mp3	3060
common_voice_vi_25257483.mp3	2268
common_voice_vi_38190148.mp3	2340
common_voice_vi_27640193.mp3	4140
common_voice_vi_30222581.mp3	3276
common_voice_vi_24280797.mp3	6120
common_voice_vi_40189718.mp3	2628
common_voice_vi_23930766.mp3	3696
common_voice_vi_25132715.mp3	1836
common_voice_vi_27701189.mp3	3996
common_voice_vi_24358753.mp3	4320
common_voice_vi_25224023.mp3	3708
common_voice_vi_27640365.mp3	2988
common_voice_vi_27701084.mp3	2412
common_voice_vi_24476099.mp3	6300
common_voice_vi_25224497.mp3	3168
common_voice_vi_25224166.mp3	2808
common_voice_vi_25176619.mp3	2052
common_voice_vi_23078485.mp3	3144
common_voice_vi_40249536.mp3	2664
common_voice_vi_24623980.mp3	5040
common_voice_vi_24553358.mp3	6516
common_voice_vi_25265401.mp3	6660
common_voice_vi_31450187.mp3	4356
common_voice_vi_25223812.mp3	2268
common_voice_vi_25274465.mp3	2988
common_voice_vi_22402377.mp3	2856
common_voice_vi_27648961.mp3	6336
common_voice_vi_25257536.mp3	3240
common_voice_vi_36966198.mp3	6048
common_voice_vi_24476051.mp3	6480
common_voice_vi_40891458.mp3	2916
common_voice_vi_40390008.mp3	4248
common_voice_vi_28551678.mp3	2700
common_voice_vi_25092485.mp3	2628
common_voice_vi_25129719.mp3	3348
common_voice_vi_24457641.mp3	3276
common_voice_vi_25260628.mp3	2736
common_voice_vi_25225897.mp3	2556
common_voice_vi_27973289.mp3	2736
common_voice_vi_25542116.mp3	8316
common_voice_vi_24583749.mp3	3816
common_voice_vi_25226932.mp3	2916
common_voice_vi_27875906.mp3	3240
common_voice_vi_24122510.mp3	3276
common_voice_vi_26981591.mp3	2700
common_voice_vi_25275830.mp3	5076
common_voice_vi_27641249.mp3	3492
common_voice_vi_25223401.mp3	5040
common_voice_vi_40681334.mp3	4320
common_voice_vi_40262927.mp3	4392
common_voice_vi_25132368.mp3	1476
common_voice_vi_25117158.mp3	4032
common_voice_vi_25275103.mp3	2196
common_voice_vi_24570125.mp3	4716
common_voice_vi_25224432.mp3	4428
common_voice_vi_25132380.mp3	3708
common_voice_vi_25275094.mp3	3060
common_voice_vi_33371724.mp3	2880
common_voice_vi_25246191.mp3	4608
common_voice_vi_24583828.mp3	6696
common_voice_vi_27616513.mp3	3528
common_voice_vi_24173108.mp3	4428
common_voice_vi_24440258.mp3	3240
common_voice_vi_25268996.mp3	3096
common_voice_vi_25092549.mp3	2340
common_voice_vi_32079915.mp3	3060
common_voice_vi_25257543.mp3	2916
common_voice_vi_25265337.mp3	9828
common_voice_vi_25224813.mp3	3960
common_voice_vi_28426240.mp3	5652
common_voice_vi_24425879.mp3	4500
common_voice_vi_25226396.mp3	2700
common_voice_vi_25260594.mp3	2448
common_voice_vi_26227181.mp3	4212
common_voice_vi_25132759.mp3	3780
common_voice_vi_24455826.mp3	3636
common_voice_vi_25257820.mp3	4320
common_voice_vi_24535135.mp3	3636
common_voice_vi_24226554.mp3	3960
common_voice_vi_25274989.mp3	4248
common_voice_vi_24509577.mp3	2448
common_voice_vi_25950168.mp3	4320
common_voice_vi_25247699.mp3	3240
common_voice_vi_25258302.mp3	2916
common_voice_vi_25261743.mp3	4140
common_voice_vi_25224867.mp3	3456
common_voice_vi_24088085.mp3	3816
common_voice_vi_27640592.mp3	3348
common_voice_vi_27616759.mp3	4068
common_voice_vi_25950328.mp3	3636
common_voice_vi_28540833.mp3	2916
common_voice_vi_23727884.mp3	4296
common_voice_vi_24425684.mp3	4788
common_voice_vi_24942302.mp3	2808
common_voice_vi_25256208.mp3	3636
common_voice_vi_36605391.mp3	3744
common_voice_vi_24546144.mp3	4140
common_voice_vi_24698496.mp3	3240
common_voice_vi_40891513.mp3	3240
common_voice_vi_24174245.mp3	4896
common_voice_vi_27982298.mp3	5256
common_voice_vi_24362808.mp3	5256
common_voice_vi_23392018.mp3	2544
common_voice_vi_25256204.mp3	3060
common_voice_vi_25257918.mp3	4140
common_voice_vi_25223765.mp3	4500
common_voice_vi_32100713.mp3	3960
common_voice_vi_25261495.mp3	2988
common_voice_vi_25031202.mp3	6192
common_voice_vi_33371625.mp3	4320
common_voice_vi_25261481.mp3	4860
common_voice_vi_24122052.mp3	3060
common_voice_vi_24546134.mp3	7668
common_voice_vi_25092456.mp3	6372
common_voice_vi_25154553.mp3	2916
common_voice_vi_24476271.mp3	7416
common_voice_vi_26975950.mp3	4284
common_voice_vi_25258514.mp3	2628
common_voice_vi_30730030.mp3	3888
common_voice_vi_25257504.mp3	2880
common_voice_vi_25275813.mp3	4176
common_voice_vi_24458013.mp3	7956
common_voice_vi_25275924.mp3	2808
common_voice_vi_24299073.mp3	4608
common_voice_vi_24753975.mp3	4248
common_voice_vi_24425712.mp3	3240
common_voice_vi_25223350.mp3	2448
common_voice_vi_25268912.mp3	3888
common_voice_vi_32100627.mp3	2916
common_voice_vi_24172890.mp3	5040
common_voice_vi_40249471.mp3	3816
common_voice_vi_24566200.mp3	3960
common_voice_vi_24280830.mp3	4176
common_voice_vi_25117265.mp3	4500
common_voice_vi_27014334.mp3	4788
common_voice_vi_21882265.mp3	3192
common_voice_vi_25224298.mp3	5220
common_voice_vi_21833314.mp3	4680
common_voice_vi_24509503.mp3	2988
common_voice_vi_28093830.mp3	4680
common_voice_vi_27501156.mp3	3960
common_voice_vi_24255725.mp3	4428
common_voice_vi_24398835.mp3	3996
common_voice_vi_24144198.mp3	4860
common_voice_vi_25223969.mp3	3456
common_voice_vi_23908866.mp3	6336
common_voice_vi_30579152.mp3	5436
common_voice_vi_25177466.mp3	4104
common_voice_vi_24226553.mp3	5400
common_voice_vi_25257464.mp3	3996
common_voice_vi_25258303.mp3	4356
common_voice_vi_28564991.mp3	3888
common_voice_vi_25222852.mp3	5220
common_voice_vi_24298983.mp3	5220
common_voice_vi_32100687.mp3	3996
common_voice_vi_36604920.mp3	4140
common_voice_vi_25226408.mp3	3960
common_voice_vi_25261987.mp3	2340
common_voice_vi_24142474.mp3	4140
common_voice_vi_25261153.mp3	2880
common_voice_vi_29405383.mp3	3096
common_voice_vi_25274523.mp3	3636
common_voice_vi_28551809.mp3	3636
common_voice_vi_27615324.mp3	3852
common_voice_vi_23847783.mp3	4224
common_voice_vi_27640985.mp3	3024
common_voice_vi_25257530.mp3	2628
common_voice_vi_25222793.mp3	3960
common_voice_vi_24688266.mp3	4860
common_voice_vi_31156059.mp3	3780
common_voice_vi_31450172.mp3	3996
common_voice_vi_23986067.mp3	4296
common_voice_vi_25177667.mp3	3996
common_voice_vi_37469536.mp3	3852
common_voice_vi_25223982.mp3	5580
common_voice_vi_28354724.mp3	6480
common_voice_vi_24125796.mp3	3420
common_voice_vi_24142110.mp3	4716
common_voice_vi_25177523.mp3	3132
common_voice_vi_27640052.mp3	4176
common_voice_vi_25275779.mp3	4140
common_voice_vi_30311846.mp3	4248
common_voice_vi_24121755.mp3	3816
common_voice_vi_25271124.mp3	2808
common_voice_vi_24509374.mp3	3888
common_voice_vi_24274475.mp3	2268
common_voice_vi_24106669.mp3	3996
common_voice_vi_24304445.mp3	4968
common_voice_vi_24362806.mp3	3600
common_voice_vi_25226160.mp3	4500
common_voice_vi_24476433.mp3	6480
common_voice_vi_31450174.mp3	3096
common_voice_vi_23847798.mp3	3144
common_voice_vi_24173187.mp3	3816
common_voice_vi_24455811.mp3	3888
common_voice_vi_24097308.mp3	3708
common_voice_vi_24509463.mp3	4788
common_voice_vi_23988497.mp3	4104
common_voice_vi_24124244.mp3	5580
common_voice_vi_27639200.mp3	5760
common_voice_vi_24171722.mp3	3060
common_voice_vi_28660609.mp3	3708
common_voice_vi_28443910.mp3	3312
common_voice_vi_40249331.mp3	2196
common_voice_vi_25260747.mp3	2268
common_voice_vi_32866690.mp3	3780
common_voice_vi_25226487.mp3	2880
common_voice_vi_25260439.mp3	3420
common_voice_vi_25177669.mp3	2736
common_voice_vi_33371729.mp3	5976
common_voice_vi_24398301.mp3	5616
common_voice_vi_25132369.mp3	2808
common_voice_vi_31433734.mp3	3636
common_voice_vi_24458075.mp3	3960
common_voice_vi_23930732.mp3	5304
common_voice_vi_25270952.mp3	5184
common_voice_vi_24388676.mp3	4968
common_voice_vi_24698481.mp3	3780
common_voice_vi_24743817.mp3	6156
common_voice_vi_40641046.mp3	2880
common_voice_vi_23930650.mp3	6816
common_voice_vi_25223854.mp3	4248
common_voice_vi_24745435.mp3	4248
common_voice_vi_25224290.mp3	3780
common_voice_vi_25260662.mp3	3636
common_voice_vi_25224614.mp3	3456
common_voice_vi_25258883.mp3	3420
common_voice_vi_23676736.mp3	3657
common_voice_vi_25258831.mp3	4536
common_voice_vi_22770198.mp3	3864
common_voice_vi_28802052.mp3	4500
common_voice_vi_25257816.mp3	3888
common_voice_vi_21824031.mp3	3744
common_voice_vi_24467764.mp3	5400
common_voice_vi_27701083.mp3	3456
common_voice_vi_25257477.mp3	3996
common_voice_vi_32866697.mp3	3780
common_voice_vi_23926794.mp3	5616
common_voice_vi_24144185.mp3	4896
common_voice_vi_24562039.mp3	5256
common_voice_vi_24476050.mp3	5508
common_voice_vi_32866676.mp3	2700
common_voice_vi_28426268.mp3	3276
common_voice_vi_30575936.mp3	2556
common_voice_vi_25224098.mp3	4140
common_voice_vi_24698487.mp3	4140
common_voice_vi_25721922.mp3	4356
common_voice_vi_25261561.mp3	3240
common_voice_vi_39660454.mp3	3996
common_voice_vi_25223883.mp3	2448
common_voice_vi_25132752.mp3	3924
common_voice_vi_24398879.mp3	4788
common_voice_vi_27641365.mp3	3672
common_voice_vi_25225979.mp3	2808
common_voice_vi_24509407.mp3	6480
common_voice_vi_25132566.mp3	3600
common_voice_vi_23925087.mp3	4104
common_voice_vi_23852467.mp3	4780
common_voice_vi_25224450.mp3	2340
common_voice_vi_25092625.mp3	2340
common_voice_vi_25092543.mp3	4932
common_voice_vi_24509464.mp3	3096
common_voice_vi_25132915.mp3	2160
common_voice_vi_32080064.mp3	2268
common_voice_vi_25224184.mp3	2520
common_voice_vi_25259172.mp3	2736
common_voice_vi_25276342.mp3	3780
common_voice_vi_25258307.mp3	3060
common_voice_vi_36604953.mp3	2808
common_voice_vi_25257474.mp3	2448
common_voice_vi_25255195.mp3	4716
common_voice_vi_24718632.mp3	3168
common_voice_vi_38565705.mp3	2952
common_voice_vi_24523113.mp3	5040
common_voice_vi_33367446.mp3	2268
common_voice_vi_28098779.mp3	1908
common_voice_vi_25225911.mp3	4068
common_voice_vi_35487092.mp3	4536
common_voice_vi_33371172.mp3	3816
common_voice_vi_23925149.mp3	3264
common_voice_vi_24144113.mp3	9648
common_voice_vi_27641372.mp3	2844
common_voice_vi_24688146.mp3	4536
common_voice_vi_25255184.mp3	3420
common_voice_vi_24440127.mp3	6588
common_voice_vi_27709942.mp3	3708
common_voice_vi_24162850.mp3	3816
common_voice_vi_25261314.mp3	3996
common_voice_vi_24124161.mp3	6948
common_voice_vi_28354817.mp3	3960
common_voice_vi_24455887.mp3	3996
common_voice_vi_25258769.mp3	2700
common_voice_vi_25257838.mp3	3420
common_voice_vi_30856786.mp3	4896
common_voice_vi_25224789.mp3	3420
common_voice_vi_25258967.mp3	4320
common_voice_vi_39660453.mp3	4500
common_voice_vi_24172108.mp3	4500
common_voice_vi_24458052.mp3	4176
common_voice_vi_25092453.mp3	4212
common_voice_vi_33367437.mp3	4860
common_voice_vi_25177614.mp3	3528
common_voice_vi_25177684.mp3	4716
common_voice_vi_24566186.mp3	3636
common_voice_vi_25267717.mp3	4716
common_voice_vi_24570199.mp3	3168
common_voice_vi_25224358.mp3	3276
common_voice_vi_24777473.mp3	3600
common_voice_vi_27640774.mp3	4356
common_voice_vi_24509342.mp3	6228
common_voice_vi_25224963.mp3	4176
common_voice_vi_24745444.mp3	3996
common_voice_vi_23303052.mp3	3144
common_voice_vi_25275819.mp3	3708
common_voice_vi_23406212.mp3	4176
common_voice_vi_25092555.mp3	4752
common_voice_vi_25177641.mp3	4356
common_voice_vi_37469699.mp3	5040
common_voice_vi_32643744.mp3	6228
common_voice_vi_37469582.mp3	3312
common_voice_vi_25276478.mp3	3960
common_voice_vi_23901121.mp3	3816
common_voice_vi_24467780.mp3	4320
common_voice_vi_27616370.mp3	2700
common_voice_vi_24227594.mp3	3240
common_voice_vi_37469597.mp3	3852
common_voice_vi_25224571.mp3	3996
common_voice_vi_24297938.mp3	4248
common_voice_vi_25224734.mp3	3888
common_voice_vi_22714940.mp3	2664
common_voice_vi_31250005.mp3	3816
common_voice_vi_30358846.mp3	4320
common_voice_vi_24142457.mp3	3528
common_voice_vi_27619166.mp3	3420
common_voice_vi_25259104.mp3	2916
common_voice_vi_24125537.mp3	3780
common_voice_vi_25031247.mp3	5616
common_voice_vi_25154559.mp3	3636
common_voice_vi_24142057.mp3	4716
common_voice_vi_31250008.mp3	3708
common_voice_vi_24396681.mp3	4896
common_voice_vi_25223334.mp3	3636
common_voice_vi_40891477.mp3	3780
common_voice_vi_24388571.mp3	3816
common_voice_vi_27640772.mp3	3564
common_voice_vi_25258966.mp3	4500
common_voice_vi_25721645.mp3	3600
common_voice_vi_24509478.mp3	3708
common_voice_vi_25284360.mp3	2232
common_voice_vi_25223319.mp3	3060
common_voice_vi_25722121.mp3	4140
common_voice_vi_25154528.mp3	2484
common_voice_vi_24274406.mp3	3456
common_voice_vi_24718629.mp3	3420
common_voice_vi_24227532.mp3	2628
common_voice_vi_27053037.mp3	4968
common_voice_vi_23925120.mp3	5184
common_voice_vi_25224649.mp3	4140
common_voice_vi_40191808.mp3	3852
common_voice_vi_25260479.mp3	2196
common_voice_vi_23901475.mp3	4824
common_voice_vi_21824032.mp3	5544
common_voice_vi_24753953.mp3	4536
common_voice_vi_25154529.mp3	3564
common_voice_vi_24362991.mp3	4068
common_voice_vi_24546138.mp3	5940
common_voice_vi_25262253.mp3	4680
common_voice_vi_25224224.mp3	2556
common_voice_vi_30579167.mp3	3996
common_voice_vi_24455894.mp3	4680
common_voice_vi_24227439.mp3	3420
common_voice_vi_24388774.mp3	4608
common_voice_vi_24124187.mp3	5616
common_voice_vi_24688278.mp3	3420
common_voice_vi_25274875.mp3	2916
common_voice_vi_25258649.mp3	2556
common_voice_vi_25226145.mp3	6588
common_voice_vi_25258752.mp3	3600
common_voice_vi_23930667.mp3	3216
common_voice_vi_30702658.mp3	5472
common_voice_vi_36605492.mp3	3384
common_voice_vi_24122377.mp3	3060
common_voice_vi_30358883.mp3	4428
common_voice_vi_23926702.mp3	5136
common_voice_vi_25258814.mp3	5148
common_voice_vi_27618805.mp3	3456
common_voice_vi_25275034.mp3	3780
common_voice_vi_22427362.mp3	2544
common_voice_vi_25177637.mp3	3960
common_voice_vi_25258711.mp3	3456
common_voice_vi_23933035.mp3	4656
common_voice_vi_25157828.mp3	3240
common_voice_vi_25224671.mp3	2448
common_voice_vi_25224160.mp3	5688
common_voice_vi_38565697.mp3	2628
common_voice_vi_25257806.mp3	3600
common_voice_vi_25261546.mp3	3600
common_voice_vi_25260358.mp3	4320
common_voice_vi_37469651.mp3	3420
common_voice_vi_25268997.mp3	7596
common_voice_vi_24012768.mp3	4428
common_voice_vi_24152647.mp3	6840
common_voice_vi_25258669.mp3	4680
common_voice_vi_24171905.mp3	3096
common_voice_vi_25258321.mp3	2628
common_voice_vi_32079888.mp3	3276
common_voice_vi_25722089.mp3	4140
common_voice_vi_24688281.mp3	4248
common_voice_vi_25257406.mp3	2628
common_voice_vi_28354721.mp3	5328
common_voice_vi_31450130.mp3	6948
common_voice_vi_31450113.mp3	5688
common_voice_vi_25258060.mp3	2880
common_voice_vi_25255239.mp3	2988
common_voice_vi_25274937.mp3	3528
common_voice_vi_22750204.mp3	9960
common_voice_vi_24440077.mp3	5616
common_voice_vi_23423367.mp3	2424
common_voice_vi_24304447.mp3	2988
common_voice_vi_25257774.mp3	3240
common_voice_vi_25275935.mp3	3240
common_voice_vi_27640469.mp3	3132
common_voice_vi_25259283.mp3	3240
common_voice_vi_41197367.mp3	4536
common_voice_vi_25092498.mp3	2448
common_voice_vi_27709945.mp3	3168
common_voice_vi_25257864.mp3	5580
common_voice_vi_25223895.mp3	2556
common_voice_vi_24425862.mp3	4680
common_voice_vi_24743773.mp3	5760
common_voice_vi_24274453.mp3	5976
common_voice_vi_25223207.mp3	3060
common_voice_vi_25261467.mp3	3960
common_voice_vi_22195138.mp3	5424
common_voice_vi_41108345.mp3	4680
common_voice_vi_25246386.mp3	3528
common_voice_vi_24698471.mp3	4068
common_voice_vi_24601871.mp3	3096
common_voice_vi_32866694.mp3	3348
common_voice_vi_25255233.mp3	3240
common_voice_vi_23926813.mp3	3456
common_voice_vi_24566195.mp3	4536
common_voice_vi_31450189.mp3	3780
common_voice_vi_25224363.mp3	3168
common_voice_vi_25257553.mp3	3276
common_voice_vi_25268007.mp3	2736
common_voice_vi_25246342.mp3	7488
common_voice_vi_24280786.mp3	4716
common_voice_vi_38565731.mp3	3564
common_voice_vi_25222879.mp3	3240
common_voice_vi_27640660.mp3	6336
common_voice_vi_40332722.mp3	3492
common_voice_vi_23930590.mp3	6264
common_voice_vi_25177343.mp3	4500
common_voice_vi_25224655.mp3	3240
common_voice_vi_24363072.mp3	2736
common_voice_vi_24509395.mp3	5040
common_voice_vi_25226395.mp3	2088
common_voice_vi_29405112.mp3	3240
common_voice_vi_25132735.mp3	2880
common_voice_vi_24830938.mp3	5328
common_voice_vi_23733700.mp3	3816
common_voice_vi_24298900.mp3	5400
common_voice_vi_25261508.mp3	3816
common_voice_vi_24698480.mp3	4320
common_voice_vi_25261485.mp3	2736
common_voice_vi_24509415.mp3	5868
common_voice_vi_24942297.mp3	3096
common_voice_vi_37469596.mp3	3024
common_voice_vi_25246206.mp3	3168
common_voice_vi_23848886.mp3	4008
common_voice_vi_25158105.mp3	3636
common_voice_vi_25283036.mp3	3492
common_voice_vi_24679612.mp3	4500
common_voice_vi_27972763.mp3	2700
common_voice_vi_25132772.mp3	2088
common_voice_vi_24125708.mp3	3816
common_voice_vi_40332737.mp3	4248
common_voice_vi_35486803.mp3	5148
common_voice_vi_24171761.mp3	4788
common_voice_vi_24358774.mp3	4248
common_voice_vi_27618804.mp3	3852
common_voice_vi_25223178.mp3	2340
common_voice_vi_25722038.mp3	3492
common_voice_vi_37404546.mp3	4500
common_voice_vi_25265289.mp3	6336
common_voice_vi_25223068.mp3	4608
common_voice_vi_25258822.mp3	3168
common_voice_vi_33371201.mp3	6120
common_voice_vi_25273588.mp3	2664
common_voice_vi_25258218.mp3	3420
common_voice_vi_32080031.mp3	2988
common_voice_vi_25950185.mp3	3816
common_voice_vi_24583778.mp3	3456
common_voice_vi_32080030.mp3	2448
common_voice_vi_34008866.mp3	3240
common_voice_vi_25273579.mp3	2232
common_voice_vi_24942332.mp3	2088
common_voice_vi_24523446.mp3	3420
common_voice_vi_25158066.mp3	2844
common_voice_vi_25226510.mp3	6300
common_voice_vi_26981378.mp3	4248
common_voice_vi_25226465.mp3	3096
common_voice_vi_25275064.mp3	2520
common_voice_vi_33371168.mp3	5436
common_voice_vi_24124552.mp3	3780
common_voice_vi_25258788.mp3	3456
common_voice_vi_25273367.mp3	2736
common_voice_vi_25224003.mp3	3780
common_voice_vi_24226217.mp3	4536
common_voice_vi_25224674.mp3	2448
common_voice_vi_25177335.mp3	4464
common_voice_vi_27648064.mp3	3960
common_voice_vi_27640621.mp3	2844
common_voice_vi_36605515.mp3	4896
common_voice_vi_25260523.mp3	2160
common_voice_vi_24226462.mp3	3960
common_voice_vi_25950219.mp3	3528
common_voice_vi_25274416.mp3	4608
common_voice_vi_27640749.mp3	3204
common_voice_vi_25226656.mp3	2880
common_voice_vi_25261976.mp3	3456
common_voice_vi_25275790.mp3	2556
common_voice_vi_24124162.mp3	5508
common_voice_vi_24171824.mp3	3708
common_voice_vi_28551742.mp3	2988
common_voice_vi_24125428.mp3	7740
common_voice_vi_24425943.mp3	3888
common_voice_vi_25247499.mp3	4428
common_voice_vi_28098611.mp3	4068
common_voice_vi_30010830.mp3	5940
common_voice_vi_28426230.mp3	4248
common_voice_vi_23078658.mp3	2688
common_voice_vi_24274325.mp3	3276
common_voice_vi_25261855.mp3	4428
common_voice_vi_36605392.mp3	2484
common_voice_vi_25267959.mp3	6480
common_voice_vi_25224652.mp3	2988
common_voice_vi_23848856.mp3	2808
common_voice_vi_30946581.mp3	2556
common_voice_vi_28540777.mp3	4356
common_voice_vi_24535286.mp3	4968
common_voice_vi_24583813.mp3	6588
common_voice_vi_25258099.mp3	2376
common_voice_vi_24122070.mp3	7020
common_voice_vi_24942330.mp3	2448
common_voice_vi_23078483.mp3	3312
common_voice_vi_24331633.mp3	3816
common_voice_vi_40249429.mp3	5364
common_voice_vi_37469472.mp3	3492
common_voice_vi_24106268.mp3	3348
common_voice_vi_25258986.mp3	3276
common_voice_vi_27636619.mp3	3456
common_voice_vi_24304426.mp3	4428
common_voice_vi_25224170.mp3	3456
common_voice_vi_40189799.mp3	2988
common_voice_vi_25273379.mp3	2700
common_voice_vi_22416752.mp3	3024
common_voice_vi_25223939.mp3	2736
common_voice_vi_40891462.mp3	3816
common_voice_vi_24624018.mp3	3240
common_voice_vi_25177321.mp3	4320
common_voice_vi_31450081.mp3	3420
common_voice_vi_24754001.mp3	3816
common_voice_vi_25275245.mp3	3960
common_voice_vi_24509480.mp3	2556
common_voice_vi_27641281.mp3	6084
common_voice_vi_24688142.mp3	4608
common_voice_vi_21833264.mp3	4128
common_voice_vi_24552137.mp3	5940
common_voice_vi_25224161.mp3	3888
common_voice_vi_33395502.mp3	2412
common_voice_vi_24583868.mp3	4428
common_voice_vi_25224197.mp3	5148
common_voice_vi_27640852.mp3	2988
common_voice_vi_25258411.mp3	3600
common_voice_vi_27640999.mp3	4608
common_voice_vi_25225368.mp3	3420
common_voice_vi_23930693.mp3	3576
common_voice_vi_25223863.mp3	4356
